"","ID","solidarity_behaviour","solidarity_attitude","treatment_video","c_0031_w1","c_0031_w2","c_0031_w3","c_0032_w1","c_0032_w2","vignette3","vignette4","vignette5","vignette6","vignette1","vignette2","vignette3_w4","vignette4_w4","conjoint_choice1_exp3","conjoint_rating1_exp3","conjoint_rating2_exp3","conjoint_choice2_exp3","conjoint_rating3_exp3","conjoint_rating4_exp3","conjoint_choice3_exp3","conjoint_rating5_exp3","conjoint_rating6_exp3","conjoint_choice1_exp7","conjoint_rating1_exp7","conjoint_rating2_exp7","conjoint_choice2_exp7","conjoint_rating3_exp7","conjoint_rating4_exp7"
"481",5328353079270,NA,0,0,NA,16,NA,NA,22,97,122,130,154,NA,NA,NA,NA,2,7,8,2,5,8,2,2,8,NA,NA,NA,NA,NA,NA
"482",5328353118825,NA,1,1,NA,3,NA,NA,5,156,182,117,129,NA,NA,NA,NA,2,5,8,2,5,9,2,4,7,NA,NA,NA,NA,NA,NA
"483",5328353158380,NA,1,1,NA,94,NA,NA,169,155,141,184,72,NA,NA,NA,NA,1,9,3,2,2,8,2,2,8,NA,NA,NA,NA,NA,NA
"484",5328354450510,NA,1,1,NA,39,NA,NA,23,63,139,79,135,NA,NA,NA,NA,2,5,8,2,5,8,2,3,7,NA,NA,NA,NA,NA,NA
"485",5328354463695,NA,0,0,NA,103,NA,NA,120,72,113,165,156,NA,NA,NA,NA,1,7,7,2,7,10,1,10,7,NA,NA,NA,NA,NA,NA
"486",5328357008400,NA,1,1,NA,148,NA,NA,125,64,61,182,174,NA,NA,NA,NA,2,6,8,2,7,9,2,6,9,NA,NA,NA,NA,NA,NA
"487",5328357047955,NA,1,0,NA,134,NA,NA,153,187,51,89,123,NA,NA,NA,NA,2,7,8,1,7,5,1,7,6,NA,NA,NA,NA,NA,NA
"488",5328358366455,NA,1,0,NA,3,NA,NA,36,40,104,150,2,NA,NA,NA,NA,2,8,8,2,7,8,2,7,9,NA,NA,NA,NA,NA,NA
"489",5328361003455,NA,0,1,NA,9,NA,NA,172,23,117,103,120,NA,NA,NA,NA,1,6,5,2,3,5,1,7,4,NA,NA,NA,NA,NA,NA
"490",5328487619010,1,1,1,NA,11,NA,NA,137,59,41,138,91,NA,NA,NA,NA,2,5,6,2,5,5,1,6,5,NA,NA,NA,NA,NA,NA
"491",5328620800695,0.2,0,0,NA,63,NA,NA,100,55,49,162,186,NA,NA,NA,NA,1,7,6,2,6,8,2,7,7,NA,NA,NA,NA,NA,NA
"492",5328647078400,1,1,1,NA,116,NA,NA,57,126,184,173,128,NA,NA,NA,NA,2,8,9,1,9,8,1,9,8,NA,NA,NA,NA,NA,NA
"493",5328648515565,0,1,0,NA,87,NA,NA,153,172,114,36,180,NA,NA,NA,NA,2,4,5,2,3,3,1,5,2,NA,NA,NA,NA,NA,NA
"494",5328718396065,1,0,1,NA,179,NA,NA,7,146,77,176,109,NA,NA,NA,NA,1,7,7,1,7,7,1,8,7,NA,NA,NA,NA,NA,NA
"495",5329240442955,1,1,0,NA,49,NA,NA,45,106,84,155,8,NA,NA,NA,NA,1,2,2,2,5,5,1,6,6,NA,NA,NA,NA,NA,NA
"496",5329357789455,0,0,0,NA,147,NA,NA,95,133,109,165,136,NA,NA,NA,NA,2,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"497",5329458008640,NA,0,1,NA,69,NA,NA,163,106,38,81,152,NA,NA,NA,NA,2,5,5,1,5,5,2,4,7,NA,NA,NA,NA,NA,NA
"498",5329502850825,1,1,0,NA,53,NA,NA,142,40,36,131,147,NA,NA,NA,NA,1,9,4,2,3,5,1,6,4,NA,NA,NA,NA,NA,NA
"499",5329505540565,1,0,0,NA,14,NA,NA,178,148,111,120,56,NA,NA,NA,NA,2,6,9,1,8,7,1,9,6,NA,NA,NA,NA,NA,NA
"500",5329547613900,0.4,0,0,NA,52,NA,NA,66,168,191,103,120,NA,NA,NA,NA,2,3,5,1,7,4,2,5,8,NA,NA,NA,NA,NA,NA
"501",5329668968640,NA,0,0,NA,142,NA,NA,77,162,126,56,68,NA,NA,NA,NA,1,4,1,1,5,0,1,4,1,NA,NA,NA,NA,NA,NA
"502",5329669034565,NA,0,0,NA,187,NA,NA,137,175,73,154,106,NA,NA,NA,NA,2,5,8,2,5,8,1,8,5,NA,NA,NA,NA,NA,NA
"503",5329670339880,NA,1,0,NA,48,NA,NA,53,164,62,70,165,NA,NA,NA,NA,1,5,5,1,5,4,1,5,5,NA,NA,NA,NA,NA,NA
"504",5329678184955,NA,1,0,NA,133,NA,NA,113,177,186,73,16,NA,NA,NA,NA,1,10,7,1,10,7,1,10,7,NA,NA,NA,NA,NA,NA
"505",5329940632380,0,0,0,NA,26,NA,NA,125,121,182,25,165,NA,NA,NA,NA,1,8,1,2,0,10,1,0,0,NA,NA,NA,NA,NA,NA
"506",5330291274270,1,0,0,NA,179,NA,NA,11,59,117,44,145,NA,NA,NA,NA,2,2,6,1,6,3,1,6,2,NA,NA,NA,NA,NA,NA
"507",5330485120140,0,0,1,NA,93,NA,NA,15,142,180,126,137,NA,NA,NA,NA,2,0,5,1,5,5,1,7,4,NA,NA,NA,NA,NA,NA
"508",5330672399880,1,1,1,NA,37,NA,NA,125,16,160,117,126,NA,NA,NA,NA,2,2,8,1,7,2,1,8,3,NA,NA,NA,NA,NA,NA
"509",5330780450955,NA,0,0,NA,136,NA,NA,81,77,106,69,188,NA,NA,NA,NA,1,6,3,2,0,4,2,0,2,NA,NA,NA,NA,NA,NA
"510",5330780516880,NA,1,0,NA,183,NA,NA,146,8,95,80,35,NA,NA,NA,NA,2,7,8,2,7,9,1,7,6,NA,NA,NA,NA,NA,NA
"511",5330781743085,NA,1,1,NA,80,NA,NA,93,97,64,126,105,NA,NA,NA,NA,1,10,5,2,5,10,1,10,5,NA,NA,NA,NA,NA,NA
"512",5330863569195,1,1,0,NA,38,NA,NA,183,8,102,127,176,NA,NA,NA,NA,2,2,8,2,2,8,2,2,8,NA,NA,NA,NA,NA,NA
"513",5331909073770,NA,1,0,NA,162,NA,NA,115,76,129,31,174,NA,NA,NA,NA,1,5,5,2,5,5,2,4,8,NA,NA,NA,NA,NA,NA
"514",5332067267400,0.4,1,1,NA,91,NA,NA,94,116,161,179,182,NA,NA,NA,NA,2,6,6,1,6,6,1,6,6,NA,NA,NA,NA,NA,NA
"515",5332079173455,1,1,0,NA,129,NA,NA,38,140,133,34,187,NA,NA,NA,NA,2,2,7,1,7,5,1,7,1,NA,NA,NA,NA,NA,NA
"516",5332100229900,NA,0,0,NA,104,NA,NA,2,3,40,45,36,NA,NA,NA,NA,1,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
"517",5332100309010,NA,1,1,NA,97,NA,NA,16,130,122,154,22,NA,NA,NA,NA,2,5,7,1,6,4,1,7,5,NA,NA,NA,NA,NA,NA
"518",5332101627510,NA,0,0,NA,53,NA,NA,100,124,111,51,122,NA,NA,NA,NA,2,0,10,2,0,10,2,0,10,NA,NA,NA,NA,NA,NA
"519",5332104277695,NA,0,0,NA,149,NA,NA,47,82,103,172,78,NA,NA,NA,NA,1,6,5,2,5,5,1,7,5,NA,NA,NA,NA,NA,NA
"520",5332121418195,0.8,0,1,NA,76,NA,NA,24,162,58,149,59,NA,NA,NA,NA,1,6,5,2,2,6,2,3,6,NA,NA,NA,NA,NA,NA
"521",5332124068380,0.8,1,1,NA,89,NA,NA,55,146,125,17,40,NA,NA,NA,NA,1,9,5,2,5,8,1,7,5,NA,NA,NA,NA,NA,NA
"522",5332135882140,0.6,1,0,NA,25,NA,NA,105,45,121,192,68,NA,NA,NA,NA,1,9,6,1,9,6,1,8,5,NA,NA,NA,NA,NA,NA
"523",5332205709900,1,0,0,NA,59,NA,NA,87,28,182,118,72,NA,NA,NA,NA,1,10,10,2,6,9,1,10,10,NA,NA,NA,NA,NA,NA
"524",5332207067955,0.4,0,0,NA,124,NA,NA,140,19,139,112,84,NA,NA,NA,NA,1,9,1,1,9,1,2,1,9,NA,NA,NA,NA,NA,NA
"525",5332420730880,0.2,0,1,NA,192,NA,NA,83,84,118,182,105,NA,NA,NA,NA,1,6,6,2,6,6,1,6,6,NA,NA,NA,NA,NA,NA
"526",5332585451085,1,1,1,NA,138,NA,NA,31,158,137,69,33,NA,NA,NA,NA,2,7,10,1,6,4,2,3,7,NA,NA,NA,NA,NA,NA
"527",5332673777400,0.6,1,1,NA,1,NA,NA,61,152,84,170,54,NA,NA,NA,NA,2,1,8,2,1,8,1,8,1,NA,NA,NA,NA,NA,NA
"528",5332679077770,1,0,1,NA,16,NA,NA,97,122,22,130,73,NA,NA,NA,NA,2,1,9,1,8,2,1,9,2,NA,NA,NA,NA,NA,NA
"529",5332729180770,0.8,1,0,NA,119,NA,NA,131,142,81,34,159,NA,NA,NA,NA,1,10,2,2,7,8,2,2,7,NA,NA,NA,NA,NA,NA
"530",5332861017585,0.4,0,0,NA,90,NA,NA,142,34,7,70,93,NA,NA,NA,NA,1,5,5,1,5,5,1,5,5,NA,NA,NA,NA,NA,NA
"531",5332924371510,1,1,0,NA,149,NA,NA,112,32,7,166,113,NA,NA,NA,NA,1,8,4,2,5,8,1,8,7,NA,NA,NA,NA,NA,NA
"532",5332927048065,0,0,1,NA,186,NA,NA,113,187,36,1,178,NA,NA,NA,NA,2,0,0,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"533",5333201190585,0,0,0,NA,21,NA,NA,64,70,43,19,14,NA,NA,NA,NA,1,4,1,2,1,2,1,3,1,NA,NA,NA,NA,NA,NA
"534",5333231516085,NA,0,0,NA,34,NA,NA,190,4,56,155,181,NA,NA,NA,NA,2,5,5,2,5,5,2,5,5,NA,NA,NA,NA,NA,NA
"535",5333236790085,NA,1,1,NA,179,NA,NA,177,105,133,27,65,NA,NA,NA,NA,1,10,0,1,10,0,1,10,0,NA,NA,NA,NA,NA,NA
"536",5333236895565,NA,0,0,NA,97,NA,NA,122,16,130,22,154,NA,NA,NA,NA,1,8,6,2,6,6,1,7,5,NA,NA,NA,NA,NA,NA
"537",5333454448065,0.8,1,0,NA,15,NA,NA,192,144,151,90,65,NA,NA,NA,NA,1,6,5,1,6,5,2,7,9,NA,NA,NA,NA,NA,NA
"538",5333520320325,0,0,0,NA,59,NA,NA,83,167,91,171,185,NA,NA,NA,NA,1,7,3,2,0,5,2,3,6,NA,NA,NA,NA,NA,NA
"539",5333526939195,1,1,0,NA,124,NA,NA,177,14,126,189,95,NA,NA,NA,NA,1,7,6,1,6,5,2,6,6,NA,NA,NA,NA,NA,NA
"540",5333623136955,NA,0,0,NA,66,NA,NA,41,137,11,62,59,NA,NA,NA,NA,1,7,3,1,8,3,1,8,2,NA,NA,NA,NA,NA,NA
"541",5333624429085,NA,1,0,NA,40,NA,NA,36,3,150,2,104,NA,NA,NA,NA,1,10,6,1,10,5,1,10,5,NA,NA,NA,NA,NA,NA
"542",5333624442270,NA,1,1,NA,146,NA,NA,8,80,183,95,134,NA,NA,NA,NA,2,0,6,1,7,0,1,7,1,NA,NA,NA,NA,NA,NA
"543",5333625800325,NA,0,1,NA,82,NA,NA,179,52,109,145,57,NA,NA,NA,NA,2,10,10,2,10,10,1,10,9,NA,NA,NA,NA,NA,NA
"544",5333627052900,NA,1,0,NA,152,NA,NA,1,61,84,54,170,NA,NA,NA,NA,2,0,8,1,8,1,1,8,1,NA,NA,NA,NA,NA,NA
"545",5333627158380,NA,1,1,NA,114,NA,NA,174,128,132,83,101,NA,NA,NA,NA,1,10,7,2,5,10,2,5,10,NA,NA,NA,NA,NA,NA
"546",5333628384585,NA,1,1,NA,124,NA,NA,100,53,111,98,77,NA,NA,NA,NA,1,10,5,2,5,10,2,6,9,NA,NA,NA,NA,NA,NA
"547",5333628397770,NA,1,0,NA,72,NA,NA,42,87,62,116,48,NA,NA,NA,NA,2,5,7,2,5,8,1,5,5,NA,NA,NA,NA,NA,NA
"548",5333628463695,NA,1,0,NA,138,NA,NA,141,176,130,159,172,NA,NA,NA,NA,2,6,8,2,3,8,2,7,8,NA,NA,NA,NA,NA,NA
"549",5333631047955,NA,1,0,NA,65,NA,NA,105,179,145,27,133,NA,NA,NA,NA,1,7,4,1,8,0,1,7,2,NA,NA,NA,NA,NA,NA
"550",5333633724510,NA,0,0,NA,128,NA,NA,24,81,160,38,106,NA,NA,NA,NA,2,8,10,2,8,10,2,8,10,NA,NA,NA,NA,NA,NA
"551",5333633764065,NA,0,1,NA,96,NA,NA,78,89,9,82,172,NA,NA,NA,NA,2,3,5,1,6,5,1,1,0,NA,NA,NA,NA,NA,NA
"552",5333635003455,NA,0,0,NA,17,NA,NA,88,52,131,188,93,NA,NA,NA,NA,2,4,8,2,4,8,1,7,4,NA,NA,NA,NA,NA,NA
"553",5333711502825,0,0,0,NA,5,NA,NA,179,28,43,146,188,NA,NA,NA,NA,1,0,0,2,4,6,2,2,6,NA,NA,NA,NA,NA,NA
"554",5333844724065,1,1,1,NA,170,NA,NA,140,64,36,102,27,NA,NA,NA,NA,1,8,7,2,7,10,1,9,7,NA,NA,NA,NA,NA,NA
"555",5334204569085,NA,0,0,NA,122,NA,NA,97,16,130,22,154,NA,NA,NA,NA,1,8,5,2,5,7,2,6,8,NA,NA,NA,NA,NA,NA
"556",5334302230380,1,0,1,NA,32,NA,NA,66,88,165,84,186,NA,NA,NA,NA,1,8,0,1,9,0,1,9,0,NA,NA,NA,NA,NA,NA
"557",5334317999640,1,0,1,NA,171,NA,NA,133,172,130,121,13,NA,NA,NA,NA,2,9,9,2,9,9,1,9,9,NA,NA,NA,NA,NA,NA
"558",5334554063880,NA,1,1,NA,30,NA,NA,71,50,155,24,173,NA,NA,NA,NA,1,6,6,1,7,5,1,7,5,NA,NA,NA,NA,NA,NA
"559",5334731995455,NA,1,0,NA,168,NA,NA,143,70,69,33,131,NA,NA,NA,NA,1,8,6,2,6,8,1,7,5,NA,NA,NA,NA,NA,NA
"560",5334732035010,NA,0,1,NA,25,NA,NA,32,192,107,33,61,NA,NA,NA,NA,1,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"561",5334735977325,NA,1,0,NA,32,NA,NA,113,145,149,112,7,NA,NA,NA,NA,2,5,10,2,6,9,2,4,9,NA,NA,NA,NA,NA,NA
"562",5334735990510,NA,1,1,NA,128,NA,NA,24,10,18,89,90,NA,NA,NA,NA,2,6,8,1,8,6,2,6,8,NA,NA,NA,NA,NA,NA
"563",5334738667065,NA,1,0,NA,130,NA,NA,97,16,154,122,22,NA,NA,NA,NA,1,5,2,2,3,7,2,2,7,NA,NA,NA,NA,NA,NA
"564",5334739906455,NA,0,0,NA,153,NA,NA,139,119,21,97,16,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"565",5334742543455,NA,1,0,NA,95,NA,NA,183,8,146,80,192,NA,NA,NA,NA,1,5,5,1,4,4,1,4,4,NA,NA,NA,NA,NA,NA
"566",5334822932400,1,1,0,NA,158,NA,NA,78,175,157,94,55,NA,NA,NA,NA,2,5,10,1,10,7,1,8,5,NA,NA,NA,NA,NA,NA
"567",5334838780770,1,1,1,NA,86,NA,NA,53,80,29,60,178,NA,NA,NA,NA,2,2,8,1,5,4,2,2,8,NA,NA,NA,NA,NA,NA
"568",5334848049825,0.6,0,0,NA,72,NA,NA,42,97,87,49,48,NA,NA,NA,NA,1,5,3,1,4,2,2,4,5,NA,NA,NA,NA,NA,NA
"569",5334941597400,NA,1,1,NA,122,NA,NA,97,130,16,22,154,NA,NA,NA,NA,2,7,7,1,7,6,2,6,7,NA,NA,NA,NA,NA,NA
"570",5334941676510,NA,0,0,NA,45,NA,NA,172,47,142,48,147,NA,NA,NA,NA,2,6,8,1,7,5,1,7,5,NA,NA,NA,NA,NA,NA
"571",5334945592455,NA,0,0,NA,163,NA,NA,69,106,38,152,1,NA,NA,NA,NA,2,4,6,1,6,4,1,6,4,NA,NA,NA,NA,NA,NA
"572",5334945658380,NA,1,1,NA,20,NA,NA,91,14,19,44,178,NA,NA,NA,NA,1,10,3,2,3,9,2,2,10,NA,NA,NA,NA,NA,NA
"573",5334946937325,NA,0,1,NA,3,NA,NA,40,36,150,2,104,NA,NA,NA,NA,1,8,0,1,10,0,2,0,10,NA,NA,NA,NA,NA,NA
"574",5334948255825,NA,1,0,NA,61,NA,NA,1,152,54,170,84,NA,NA,NA,NA,1,8,8,2,5,8,1,8,8,NA,NA,NA,NA,NA,NA
"575",5334948269010,NA,1,0,NA,56,NA,NA,74,72,13,65,183,NA,NA,NA,NA,2,4,8,2,4,7,1,7,4,NA,NA,NA,NA,NA,NA
"576",5334949600695,NA,0,1,NA,187,NA,NA,89,109,119,52,145,NA,NA,NA,NA,2,3,8,2,5,8,1,8,3,NA,NA,NA,NA,NA,NA
"577",5334949627065,NA,1,1,NA,39,NA,NA,23,63,139,135,123,NA,NA,NA,NA,2,5,10,2,5,10,2,5,10,NA,NA,NA,NA,NA,NA
"578",5334950866455,NA,0,1,NA,45,NA,NA,126,87,46,121,120,NA,NA,NA,NA,2,4,8,2,4,4,2,5,7,NA,NA,NA,NA,NA,NA
"579",5334952224510,NA,1,1,NA,8,NA,NA,183,95,146,80,192,NA,NA,NA,NA,1,8,2,2,2,8,1,8,2,NA,NA,NA,NA,NA,NA
"580",5335074765900,1,1,0,NA,11,NA,NA,16,45,136,61,157,NA,NA,NA,NA,2,7,8,2,6,7,1,6,6,NA,NA,NA,NA,NA,NA
"581",5335238273085,0.6,1,0,NA,75,NA,NA,173,129,84,52,3,NA,NA,NA,NA,2,4,10,2,6,9,1,9,7,NA,NA,NA,NA,NA,NA
"582",5335368870510,0.6,1,0,NA,178,NA,NA,66,14,168,31,98,NA,NA,NA,NA,1,6,5,2,4,6,1,5,5,NA,NA,NA,NA,NA,NA
"583",5335473005640,0.4,0,1,NA,165,NA,NA,60,188,143,32,84,NA,NA,NA,NA,1,0,0,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA
"584",5335505915400,1,1,1,NA,66,NA,NA,32,88,186,84,165,NA,NA,NA,NA,1,7,4,2,4,6,2,4,6,NA,NA,NA,NA,NA,NA
"585",5335786848195,0,0,0,NA,108,NA,NA,176,93,18,46,43,NA,NA,NA,NA,2,5,5,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
"586",5336053198380,NA,0,0,NA,112,NA,NA,135,86,164,28,55,NA,NA,NA,NA,2,4,6,2,3,6,1,9,6,NA,NA,NA,NA,NA,NA
"587",5336055769455,NA,0,1,NA,29,NA,NA,56,161,83,169,48,NA,NA,NA,NA,2,4,10,2,5,9,2,2,9,NA,NA,NA,NA,NA,NA
"588",5336057114325,NA,1,1,NA,29,NA,NA,74,37,35,192,187,NA,NA,NA,NA,2,8,8,1,8,8,1,8,8,NA,NA,NA,NA,NA,NA
"589",5336058406455,NA,0,1,NA,105,NA,NA,97,130,9,23,117,NA,NA,NA,NA,1,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
"590",5336058472380,NA,1,0,NA,138,NA,NA,94,26,29,133,30,NA,NA,NA,NA,2,5,6,2,5,8,2,4,7,NA,NA,NA,NA,NA,NA
"591",5336096603400,0,0,1,NA,48,NA,NA,135,119,56,7,19,NA,NA,NA,NA,1,7,6,2,6,8,2,6,8,NA,NA,NA,NA,NA,NA
"592",5336202202065,0,0,1,NA,111,NA,NA,35,32,66,144,174,NA,NA,NA,NA,1,8,2,1,9,2,1,9,2,NA,NA,NA,NA,NA,NA
"593",5336262734400,NA,1,0,NA,16,NA,NA,97,113,22,122,130,NA,NA,NA,NA,1,7,5,2,5,8,1,7,4,NA,NA,NA,NA,NA,NA
"594",5336265476880,1,1,0,NA,45,NA,NA,47,170,142,43,48,NA,NA,NA,NA,2,7,10,2,3,6,2,9,10,NA,NA,NA,NA,NA,NA
"595",5336271977085,NA,0,1,NA,177,NA,NA,133,27,113,186,73,NA,NA,NA,NA,2,5,8,1,8,5,1,8,5,NA,NA,NA,NA,NA,NA
"596",5336290449270,1,0,1,NA,133,NA,NA,171,182,166,189,131,NA,NA,NA,NA,2,4,5,2,5,5,1,8,2,NA,NA,NA,NA,NA,NA
"597",5336427612825,1,0,0,NA,42,NA,NA,119,174,175,87,39,NA,NA,NA,NA,2,3,7,1,8,3,1,6,3,NA,NA,NA,NA,NA,NA
"598",5336542361880,0,0,0,NA,177,NA,NA,125,174,97,93,33,NA,NA,NA,NA,2,5,8,2,1,7,2,5,9,NA,NA,NA,NA,NA,NA
"599",5336543601270,0.4,0,0,NA,116,NA,NA,129,3,184,57,126,NA,NA,NA,NA,1,7,5,2,5,7,2,5,7,NA,NA,NA,NA,NA,NA
"600",5336556852195,0.2,0,0,NA,40,NA,NA,3,72,36,104,2,NA,NA,NA,NA,1,5,5,1,5,5,1,5,5,NA,NA,NA,NA,NA,NA
"601",5336853422400,0.2,1,1,NA,129,NA,NA,132,16,173,79,153,NA,NA,NA,NA,2,6,9,2,7,10,1,8,6,NA,NA,NA,NA,NA,NA
"602",5337070988085,1,1,0,NA,150,NA,NA,81,42,188,109,163,NA,NA,NA,NA,2,8,9,2,7,7,2,7,8,NA,NA,NA,NA,NA,NA
"603",5337085597065,1,1,1,NA,32,NA,NA,66,180,41,62,137,NA,NA,NA,NA,2,4,8,2,2,9,2,1,9,NA,NA,NA,NA,NA,NA
"604",5337147500640,0.4,0,1,NA,71,NA,NA,130,37,152,3,185,NA,NA,NA,NA,1,10,0,1,8,0,2,0,8,NA,NA,NA,NA,NA,NA
"605",5337343943955,0,0,0,NA,112,NA,NA,118,7,32,113,145,NA,NA,NA,NA,2,5,5,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
"606",5337371606085,NA,1,1,NA,35,NA,NA,37,29,184,9,143,NA,NA,NA,NA,2,0,10,1,10,0,1,10,0,NA,NA,NA,NA,NA,NA
"607",5337372937770,NA,0,0,NA,3,NA,NA,36,40,72,2,110,NA,NA,NA,NA,2,5,5,2,5,5,1,5,5,NA,NA,NA,NA,NA,NA
"608",5337375587955,NA,0,1,NA,160,NA,NA,181,24,151,70,52,NA,NA,NA,NA,1,6,3,1,8,4,1,8,7,NA,NA,NA,NA,NA,NA
"609",5337408510900,0.4,1,1,NA,113,NA,NA,118,131,23,172,133,NA,NA,NA,NA,2,4,9,1,9,3,1,8,3,NA,NA,NA,NA,NA,NA
"610",5337581326695,NA,1,1,NA,125,NA,NA,26,182,25,165,121,NA,NA,NA,NA,1,10,9,1,10,5,1,10,9,NA,NA,NA,NA,NA,NA
"611",5337587826900,NA,1,0,NA,106,NA,NA,69,163,38,77,81,NA,NA,NA,NA,2,8,9,1,9,6,2,7,9,NA,NA,NA,NA,NA,NA
"612",5337850221585,0.6,0,1,NA,77,NA,NA,6,37,172,81,30,NA,NA,NA,NA,2,1,7,2,0,6,2,1,2,NA,NA,NA,NA,NA,NA
"613",5337851553270,1,1,1,NA,189,NA,NA,78,131,101,95,120,NA,NA,NA,NA,2,6,8,2,6,9,1,8,7,NA,NA,NA,NA,NA,NA
"614",5338107381825,0.4,0,0,NA,96,NA,NA,30,171,26,144,13,NA,NA,NA,NA,1,9,4,1,6,4,1,7,3,NA,NA,NA,NA,NA,NA
"615",5338120580010,1,1,0,NA,68,NA,NA,122,10,166,21,6,NA,NA,NA,NA,2,10,10,2,10,10,1,10,10,NA,NA,NA,NA,NA,NA
"616",5338124548695,0,0,0,NA,63,NA,NA,46,60,31,78,86,NA,NA,NA,NA,2,5,7,2,4,4,1,3,3,NA,NA,NA,NA,NA,NA
"617",5338135070325,0.4,0,0,NA,88,NA,NA,17,52,188,181,131,NA,NA,NA,NA,2,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
"618",5338141676010,0,0,1,NA,102,NA,NA,111,136,139,28,164,NA,NA,NA,NA,1,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
"619",5338199703195,0.4,1,0,NA,183,NA,NA,13,43,89,108,170,NA,NA,NA,NA,1,5,5,2,5,6,1,5,5,NA,NA,NA,NA,NA,NA
"620",5338580736510,0.6,1,0,NA,46,NA,NA,139,66,12,16,83,NA,NA,NA,NA,1,7,3,2,4,6,1,7,4,NA,NA,NA,NA,NA,NA
"621",5338728408510,1,0,1,NA,68,NA,NA,167,19,2,35,85,NA,NA,NA,NA,1,9,4,2,3,8,1,8,5,NA,NA,NA,NA,NA,NA
"622",5338898534565,NA,0,1,NA,14,NA,NA,31,143,178,168,137,NA,NA,NA,NA,2,5,9,2,5,9,2,5,9,NA,NA,NA,NA,NA,NA
"623",5338907737695,NA,0,0,NA,98,NA,NA,120,147,58,167,79,NA,NA,NA,NA,2,3,8,2,2,8,1,6,3,NA,NA,NA,NA,NA,NA
"624",5338909029825,NA,1,0,NA,40,NA,NA,36,3,2,104,150,NA,NA,NA,NA,2,7,8,2,3,3,2,6,8,NA,NA,NA,NA,NA,NA
"625",5339040919380,0.4,1,1,NA,97,NA,NA,117,36,165,101,95,NA,NA,NA,NA,2,4,6,2,4,6,1,6,4,NA,NA,NA,NA,NA,NA
"626",5339270338380,0,0,0,NA,172,NA,NA,48,45,43,170,47,NA,NA,NA,NA,1,5,5,2,5,6,1,6,4,NA,NA,NA,NA,NA,NA
"627",5339276878140,1,1,1,NA,25,NA,NA,140,85,68,75,144,NA,NA,NA,NA,2,10,10,1,10,10,2,10,10,NA,NA,NA,NA,NA,NA
"628",5339477316510,NA,1,1,NA,22,NA,NA,187,119,139,61,96,NA,NA,NA,NA,1,8,7,2,5,6,1,6,5,NA,NA,NA,NA,NA,NA
"629",5339478661380,NA,0,0,NA,148,NA,NA,85,99,110,64,109,NA,NA,NA,NA,1,2,2,1,5,3,1,7,3,NA,NA,NA,NA,NA,NA
"630",5339479900770,NA,0,0,NA,50,NA,NA,169,165,137,5,68,NA,NA,NA,NA,2,5,8,1,8,3,1,8,5,NA,NA,NA,NA,NA,NA
"631",5339479913955,NA,1,0,NA,51,NA,NA,101,143,40,153,176,NA,NA,NA,NA,1,10,0,2,3,10,1,10,0,NA,NA,NA,NA,NA,NA
"632",5339479927140,NA,0,0,NA,32,NA,NA,62,41,66,180,19,NA,NA,NA,NA,1,5,5,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"633",5339479993065,NA,0,1,NA,172,NA,NA,82,96,89,78,9,NA,NA,NA,NA,2,0,5,1,5,3,2,3,5,NA,NA,NA,NA,NA,NA
"634",5339481206085,NA,0,0,NA,112,NA,NA,7,113,149,32,145,NA,NA,NA,NA,2,4,7,2,4,5,2,2,7,NA,NA,NA,NA,NA,NA
"635",5339485240695,NA,0,0,NA,94,NA,NA,133,143,179,6,39,NA,NA,NA,NA,1,5,0,2,0,5,1,10,0,NA,NA,NA,NA,NA,NA
"636",5339485253880,NA,1,1,NA,158,NA,NA,12,132,153,40,57,NA,NA,NA,NA,1,5,5,2,5,5,2,5,5,NA,NA,NA,NA,NA,NA
"637",5339486480085,NA,1,1,NA,191,NA,NA,140,161,142,171,7,NA,NA,NA,NA,2,5,5,1,10,0,1,8,0,NA,NA,NA,NA,NA,NA
"638",5339487798585,NA,1,0,NA,160,NA,NA,42,159,181,129,114,NA,NA,NA,NA,2,7,9,2,7,9,2,5,9,NA,NA,NA,NA,NA,NA
"639",5339487811770,NA,1,0,NA,102,NA,NA,6,26,92,182,125,NA,NA,NA,NA,1,10,0,2,0,10,2,5,5,NA,NA,NA,NA,NA,NA
"640",5339487824955,NA,1,1,NA,97,NA,NA,178,164,144,26,175,NA,NA,NA,NA,2,6,9,2,7,9,1,9,5,NA,NA,NA,NA,NA,NA
"641",5339487851325,NA,0,0,NA,96,NA,NA,151,106,127,87,47,NA,NA,NA,NA,1,5,5,1,5,5,2,5,5,NA,NA,NA,NA,NA,NA
